1.002412058277028839e+00 8.355614973262030787e-03 4.177807486631019730e-03
1.002192708744750638e+00 2.552621977967194089e-02 4.301747353943023190e-03
1.001678595290686813e+00 4.268929880036807789e-02 4.424412520674734194e-03
1.000869932190235678e+00 5.983980640092826514e-02 4.545766638489933363e-03
9.997670195812682348e-01 7.697270278013280953e-02 4.665773747544462759e-03
9.983702433034679080e-01 9.408295541327479916e-02 4.784398287141956516e-03
9.966800747140458494e-01 1.111655404908751948e-01 4.901605106271197422e-03
9.946970704799623642e-01 1.282154443524383680e-01 5.017359474022142600e-03
9.924218723468013481e-01 1.452276649148889209e-01 5.131627089877455888e-03
9.898552068844412855e-01 1.621972130953336366e-01 5.244374093876449580e-03
9.869978852096782385e-01 1.791191142277979986e-01 5.355567076648569749e-03
9.838508026859511535e-01 1.959884094735901972e-01 5.465173089313272309e-03
9.804149386003349065e-01 2.128001572249502704e-01 5.573159653243516844e-03
9.766913558179608490e-01 2.295494345016466653e-01 5.679494769689871943e-03
9.726812004140380497e-01 2.462313383401860956e-01 5.784146929262427850e-03
9.683857012836388778e-01 2.628409871753081828e-01 5.887085121267729600e-03
9.638061697294348917e-01 2.793735222134394736e-01 5.988278842897896102e-03
9.589439990275528958e-01 2.958241087977868111e-01 6.087698108269271047e-03
9.538006639717395707e-01 3.121879377647537868e-01 6.185313457307882110e-03
9.483777203960201962e-01 3.284602267913691032e-01 6.281095964479093373e-03
9.426768046760355402e-01 3.446362217334190126e-01 6.375017247358875754e-03
9.366996332092580868e-01 3.607111979539810442e-01 6.467049475044126319e-03
9.304480018742742331e-01 3.766804616420611485e-01 6.557165376399561908e-03
9.239237854693362895e-01 3.925393511210389375e-01 6.645338248138753234e-03
9.171289371303843474e-01 4.082832381466310334e-01 6.731541962736873469e-03
9.100654877287394084e-01 4.239075291940880841e-01 6.815750976172861055e-03
9.027355452486768295e-01 4.394076667343423392e-01 6.897940335498654874e-03
8.951412941450881400e-01 4.547791304988291761e-01 6.978085686233295205e-03
8.872849946814422850e-01 4.700174387327089032e-01 7.056163279579683902e-03
8.791689822482604555e-01 4.851181494362202806e-01 7.132149979461856193e-03
8.707956666623188902e-01 5.000768615939000794e-01 7.206023269380710215e-03
8.621675314467999174e-01 5.148892163914076114e-01 7.277761259086125596e-03
8.532871330926108389e-01 5.295508984196982682e-01 7.347342691063523876e-03
8.441571003010899243e-01 5.440576368662904949e-01 7.414746946832920065e-03
8.347801332083292225e-01 5.584052066933793412e-01 7.479954053058621329e-03
8.251590025913339010e-01 5.725894298025498985e-01 7.542944687467772157e-03
8.152965490562512629e-01 5.866061761858490931e-01 7.603700184575947103e-03
8.051956822088952581e-01 6.004513650629774713e-01 7.662202541218142253e-03
7.948593798077997485e-01 6.141209660043673857e-01 7.718434421883500936e-03
7.842906869000331183e-01 6.276110000399164335e-01 7.772379163852196834e-03
7.734927149400074864e-01 6.409175407531494395e-01 7.824020782132965271e-03
7.624686408915214431e-01 6.540367153605844974e-01 7.873343974199786474e-03
7.512217063132697881e-01 6.669647057760837994e-01 7.920334124526372949e-03
7.397552164280636333e-01 6.796977496599725388e-01 7.964977308917053217e-03
7.280725391759989007e-01 6.922321414527109473e-01 8.007260298632813342e-03
7.161771042518144670e-01 7.045642333929129641e-01 8.047170564311256769e-03
7.040724021266862032e-01 7.166904365194991522e-01 8.084696279679328898e-03
6.917619830546996029e-01 7.286072216577866856e-01 8.119826325057697899e-03
6.792494560642464707e-01 7.403111203893104619e-01 8.152550290655749196e-03
6.665384879345955804e-01 7.517987260051813836e-01 8.182858479656230852e-03
6.536328021578824421e-01 7.630666944427857423e-01 8.210741911088640863e-03
6.405361778867731948e-01 7.741117452056353043e-01 8.236192322490473380e-03
6.272524488680480959e-01 7.849306622661799127e-01 8.259202172355562324e-03
6.137855023623625117e-01 7.955202949513950905e-01 8.279764642368802469e-03
6.001392780504369862e-01 8.058775588109658994e-01 8.297873639426552386e-03
5.863177669259292957e-01 8.159994364678843093e-01 8.313523797442157193e-03
5.723250101752518360e-01 8.258829784512827787e-01 8.326710478936042922e-03
5.581650980445853616e-01 8.355253040113327367e-01 8.337429776409891607e-03
5.438421686943513134e-01 8.449236019160348832e-01 8.345678513504518892e-03
5.293604070414044127e-01 8.540751312297315545e-01 8.351454245941098559e-03
5.147240435892048716e-01 8.629772220731763976e-01 8.354755262245463360e-03
4.999373532462365044e-01 8.716272763649993705e-01 8.355580584255237545e-03
4.850046541329323668e-01 8.800227685444015346e-01 8.353929967409697011e-03
4.699303063773778155e-01 8.881612462749265413e-01 8.349803900822240846e-03
4.547187109000545013e-01 8.960403311291508244e-01 8.343203607135443040e-03
4.393743081878982992e-01 9.036577192541378478e-01 8.334131042158771097e-03
4.239015770579387388e-01 9.110111820175108566e-01 8.322588894289027067e-03
4.083050334107955481e-01 9.180985666339879225e-01 8.308580583713727832e-03
3.925892289743011521e-01 9.249177967722435056e-01 8.292110261397617199e-03
3.767587500375298992e-01 9.314668731419447623e-01 8.273182807852658485e-03
3.608182161755077444e-01 9.377438740608284862e-01 8.251803831691825047e-03
3.447722789648807185e-01 9.437469560016760184e-01 8.227979667967150190e-03
3.286256206908257371e-01 9.494743541190552305e-01 8.201717376292511769e-03
3.123829530454810821e-01 9.549243827556905817e-01 8.173024738751718740e-03
2.960490158181856568e-01 9.600954359283390138e-01 8.141910257592512024e-03
2.796285755778090132e-01 9.649859877930350160e-01 8.108383152707168348e-03
2.631264243474599196e-01 9.695945930895865095e-01 8.072453358900435680e-03
2.465473782718663465e-01 9.739198875651964293e-01 8.034131522945650236e-03
2.298962762777123359e-01 9.779605883770867703e-01 7.993429000429853881e-03
2.131779787272312654e-01 9.817154944740155154e-01 7.950357852388905897e-03
1.963973660653470510e-01 9.851834869565621045e-01 7.904930841733520674e-03
1.795593374606603287e-01 9.883635294160784124e-01 7.857161429467346761e-03
1.626688094405822904e-01 9.912546682521895525e-01 7.807063770698192268e-03
1.457307145209134069e-01 9.938560329687426975e-01 7.754652710443542436e-03
1.287499998301744886e-01 9.961668364480941174e-01 7.699943779231676472e-03
1.117316257289938941e-01 9.981863752036445048e-01 7.642953188499630041e-03
9.468056442485769941e-02 9.999140296105112347e-01 7.583697825789387746e-03
7.760179858253719865e-02 1.001349264114255844e+00 7.522195249743762746e-03
6.050031993050045825e-02 1.002491627417564146e+00 7.458463684903366905e-03
4.338112786362770951e-02 1.003340752644801270e+00 7.392522016306307328e-03
2.624922804254560538e-02 1.003896357484343360e+00 7.324389783892122814e-03
9.109630989897407605e-03 1.004158244308619219e+00 7.254087176711693230e-03
-8.032649316123781011e-03 1.004126300271767969e+00 7.181635026944783659e-03
-2.517259685066125519e-02 1.003800497384850665e+00 7.107054803727006626e-03
-4.230519495316858308e-02 1.003180892568533045e+00 7.030368606788084569e-03
-5.942542774014455270e-02 1.002267627683178564e+00 6.951599159903188926e-03
-7.652828151930009259e-02 1.001060929536285782e+00 6.870769804159414934e-03
-9.360874620481854369e-02 9.995611098672062544e-01 6.787904491039315098e-03
-1.106618167333793812e-01 9.977685653090886397e-01 6.703027775323540903e-03
-1.276824944806020101e-01 9.956837773279955117e-01 6.616164807814750755e-03
-1.446657886775709889e-01 9.933073121391426952e-01 6.527341327884876240e-03
-1.616067178271016480e-01 9.906398206002179352e-01 6.436583655847981887e-03
-1.785003111193953773e-01 9.876820380817368239e-01 6.343918685161014336e-03
-1.953416098467431472e-01 9.844347843143975707e-01 6.249373874454649223e-03
-2.121256688169216864e-01 9.808989632134087477e-01 6.152977239396750266e-03
-2.288475577649321524e-01 9.770755626797544835e-01 6.054757344390693935e-03
-2.455023627627284377e-01 9.729656543783793410e-01 5.954743294111126267e-03
-2.620851876265731240e-01 9.685703934932735626e-01 5.852964724879633311e-03
-2.785911553216673942e-01 9.638910184594446928e-01 5.749451795882828432e-03
-2.950154093636893071e-01 9.589288506717643656e-01 5.644235180235574779e-03
-3.113531152168779181e-01 9.536852941706931430e-01 5.537346055891845253e-03
-3.275994616883006194e-01 9.481618353048797410e-01 5.428816096406035435e-03
